Descrição,Quantidade,Preço Unit. (R$)
LOC.MURIEL HIDR AMENDOA C/ AVELA 200M,2,7.34
LOC.MURIEL HIDR AMENDOAS C/ COLAG 200,4,7.34
LOC.MURIEL HIDR CEREJA C/ COLAG 200ML,3,7.34
LOC.MURIEL HIDR ROSA MOSQ C/ COLAG 20,3,7.34
LOC.MURIEL HIDR.ARABE ACAO 200ML,3,7.34
LOC.MURIEL HIDR.ROMA CARE 200ML,3,7.34
LOCAO CORPORAL P/BEBES 200ML,2,36.82
LOCAO HIDRATANTE LH-01 500ML,2,53.13
"LOCERYL ESMALTE 2,5ML",1,197.71
LONCORD 20MG 20CP,3,23.17
LONCORD 40MG 20CP,1,39.45
LONIUM 40MG 30CP,2,57.77
LORATADINA XP 100ML AIRELA,8,7.08
LORATADINA XP 100ML EMS,1,24.32
LORATAMED 12CP CIMED,579,13.19
LORAZEPAM 2MG 20CP EMS*,12,12.44
LORAZEPAM 2MG 30CP*TEUTO,3,14.99
LOSARTANA + HIDROCLOROTIAZIDA 50MG 30,5,8.0
LOSARTANA POTASSICA 50MG 30CP BIOSSIN,113,1.31
LOSARTANA POTASSICA 50MG 30CP NEO QUI,534,5.44
LOSARTANA+HCT 100+25MG 30CP,3,8.63
LOXONIN 100MG ENV 7 ADES,1,97.95
LOXONIN 60MG 30CP,1,42.71
LUFTA GASTRO PRO C/12 ENV,4,27.61
LUFTA GASTRO PRO SACHE 10ML,118,4.15
LUFTAFEM ANALGESICO 12CP,1,15.98
LUFTAL 20CP,6,33.08
LUFTAL GT 15ML,3,21.95
LUFTAL GT 30ML,3,45.08
LUFTAL MAX 125MG 10CL,1,21.31
LUFTAL MAX 125MG 20CPS,13,35.0
LUFTAL MAX 150MG GTS 15ML,2,33.08
LUGANO 12/250MCG 60CAPS,1,57.7
LUNAH 1MG SOL OFT GOT 10ML,1,36.8
LUNAH 2MG SOL OFT GOT 10ML,2,48.28
LUNERA SOL OFT C 1 FRASC 10ML,1,58.25
LUTEAL 10MG+2MG 60CAPS,1,87.74
LUVA DE PROCEDIMENTO LEMG C/PO 100UN,3,29.81
LUVA DE PROCEDIMENTO LEMGRUBER 20UN G,6,8.99
LUVA DE PROCEDIMENTO LEMGRUBER 20UN M,3,8.99
LUVA DE PROCEDIMENTO LEMGRUBER 20UN P,4,8.99
LUVA DE PROCEDIMENTO PROCED 100UN G,2,26.29
LUVA DE PROCEDIMENTO PROCED 100UN M,3,26.29
LUVA PROCEDIMENTO LATEX SOFT AID G 20,1,8.49
LUVA PROCEDIMENTO LATEX SOFT AID P 20,1,8.49
LUVA VINIL DESCARPACK C/PO G 100UN,3,21.99
LUVA VINIL DESCARPACK C/PO M 100UN,5,21.99
LUVIS GOLD 60CAPS MOLES,1,152.56
LUVIS S 30CP.,1,92.29
LUVOX 50MG 30CP*,1,97.49
LYNAX GEL BISNAGA 30G+10 APLIC,1,71.93
LYRICA 75MG 14CP *,1,57.91
M&M'S CHOCOLATE AO LEITE 40G,32,3.59
M&M'S CHOCOLATE AO LEITE TUBO 30G,12,3.7
M&M'S CHOCOLATE CHOCOLATE 132G,2,11.13
MACA POWER MACA EM PO+VIT E MIN 90G,1,34.27
MACA ULTRA 100% MACA PERUANA PO 90G,1,34.8
MACRODANTINA 100MG 28CP,3,13.31
MAG B 30CP,1,62.78
MAGIC RETOUCH 75ML LOURO CLARO,1,33.0
MAGIC RETOUCH 75ML LOURO ESCURO,1,33.0
MAGIC RETOUCH 75ML PRETO,1,33.0
MAGNALIV 30CP,1,85.03
MAGNAZIA LIMA-LIMAO 240ML CIMED,3,11.76
MAGNEN B6 30CP,2,103.48
MAGNESIA BISURADA 40PAST,2,40.98
MAGNESIA BISURADA EV 10PAST,7,10.69
MAGNOSTASE 2MG 12CP NEO QUIMICA,6,6.25
"MAKIAJ HENNA SOBRANCELHAS 1,5G ESCUR",3,8.99
"MAKIAJ HENNA SOBRANCELHAS 1,5G MARRO",1,8.99
"MAKIAJ HENNA SOBRANCELHAS 1,5G MEDIO",1,8.99
"MAKIAJ HENNA SOBRANCELHAS 1,5G PRETA",3,8.99
MAL.DE DEXCLORFENIRAMINA+BETA 120ML N,13,7.89
MALEATO BRONFENIRAMINA+FENILEFRINA CP,4,13.43
MALEATO DE BRONFENIRAMINA+FENILEFRINA,1,6.89
MALEATO DE BRONFENIRAMINA+FENILEFRINA,3,10.6
MALEATO DE DEXCLO+BET.XP 120ML TEUTO,1,4.89
MALEATO DE DEXCLORFENIRAM.2MG 20CP NE,3,8.87
MALEATO DE DEXCLORFENIRAM.SL 100ML TE,5,9.54
MALEATO DE ENALAPRIL 10MG 30CP NEO QU,35,4.71
MALEATO DE ENALAPRIL 10MG 30CP TEUTO,14,3.89
MALEATO DE ENALAPRIL 20MG 30CP LEGR.M,10,3.91
MALEATO DE ENALAPRIL 5MG 30CP GERMED,1,3.29
MALEATO DE MIDAZOLAM 15MG 30CP MEDLEY,1,52.59
"MALEATO DE TIMOLOL 0,5% 5ML NEO QUIMI",6,7.18
MALEATO DE TRIMEBUTINA 200MG 30CP EUR,2,51.09
MALVATRIKIDS BABY 70G,4,17.77
MALVATRIKIDS F 85G GRATIS 15G,2,17.77
MALVATRIKIDS F-INFANTIL GEL 70G,2,17.77
MALVATRIKIDS JR 250ML,3,14.54
MALVATRIKIDS JR 85G GRATIS 15G,1,15.34
MALVATRIKIDS JR BLUE 250ML,2,12.99
MALVATRIKIDS JR GEL 70G,1,16.93
MALVONA 100ML,2,21.7
MALVONA 200ML,1,22.71
MAM.KUKA AQUARELA 250ML(1466)AZUL,1,21.8
MAM.KUKA AQUARELA 250ML(1467)AZUL,1,21.8
MAM.KUKA AQUARELA 70ML(1427)ROSA,1,14.38
MAM.KUKA AQUARELA BIG 330ML(1432)ROSA,1,27.01
MAM.KUKA NATURAL BRANCA 160ML 1547 RO,2,20.53
MAM.KUKA NATURAL BRANCA 250ML BIG ORT,1,22.28
MAM.KUKA NATURAL BRANCA 330ML BIG ORT,2,30.56
MAM.KUKA NATURAL BRANCA 330ML BIG UNI,2,29.69
MAM.KUKA NATURAL COLOR 250ML(1501)BRA,1,20.26
MAM.KUKA NATURAL COLOR 250ML(1541)AZU,2,24.1
MAM.KUKA NATURAL COLOR 250ML(1557)ROS,1,26.49
MAM.KUKA NATURAL COLOR 70ML(1566)AZUL,2,19.11
MAM.KUKINHA 50ML 0-3 MESES AZUL,2,15.09
MAM.MAM EASY ANTICOLICA 0 MESES AZ 13,1,41.11
MAM.MAM EASY ANTICOLICA 0 MESES RS 13,1,41.11
MAM.MAM EASY START MAM 320ML (BOYS),1,90.63
MAM.MAM EASY START MAM 320ML (GIRLS),1,90.69
MAM.MAM FASHION BOTTLE 270ML,1,52.1
MAM.MAM FASHION BOTTLE 270ML(4837)BOY,1,50.33
MAM.MAM FASHION BOTTLE 270ML(4837)GIR,1,50.33
MAM.MAM FASHION BOTTLE 330ML(4833)BOY,1,54.7
MAM.MAM FASHION BOTTLE 330ML(4834)GIR,1,54.7
MAM.MAM FIRST BOTTLE 230ML NEUTRA,1,78.63
MAM.MAM FIRST ULTIVENT 260ML(4664)GIR,1,78.63
MAMADES 75MG C28 CP,1,33.42
MANITOL 20% 250ML JP,3,16.49
MANTEIGA DE CACAU C/PROPOLIS ZIINZIIN,81,1.84
MANTEIGA DE CACAU ROLL-ON ZIIN ZIIN,8,3.55
MANTIDAN 100MG 30CP *,2,19.88
MARACUGINA PI 150ML,1,44.91
MARACUGINA PI 840MG 20CP,1,28.5
MARESIS AR SL SPRAY 100ML,1,50.79
MARESIS AR SPRAY NASAL 150ML,1,66.96
MARESIS BABY SL SPRAY 100ML,2,44.87
MARESIS JATO FORTE SPRAY 100ML,1,38.26
MARESIS SL SPRAY 100ML,1,43.84
MAREVAN 5MG 30CP,2,27.35
MASC CAP VULT 500G ONDULADO,2,19.61
MASC CAP VULT 500G RECARGA DE HIDRATA,2,19.61
MASC CAP VULT 500G UMIDIFICA CACHOS,2,19.61
MASC CAP VULT RECARGA DE HIDRAT 250G,2,17.93
MASC SL ANTIPORO DE REMPENT PRONTA 50,3,19.29
MASC SL MANT EXTRANUTRI SUPER OLEOS 3,2,15.33
MASC TRAT SEDA LUMINOUS UV 300G,1,12.99
MASC.CAP EUDORA 250G ACELERA CRESCIME,2,48.38
MASC.CAP EUDORA 250G CAUTERIZACAO FIO,2,48.39
MASC.CAP EUDORA 250G COMBATE O FRIZZ,1,46.59
MASC.CAP EUDORA 250G CRONOLOGY,1,52.35
MASC.CAP EUDORA 250G GLOW EXPERT,1,51.79
MASC.CAP EUDORA 250G HAIR PLASTIA,2,57.58
MASC.CAP EUDORA 250G HIDRAT MICELAR,2,51.8
MASC.CAP EUDORA 250G OLEOS PODER,2,46.21
MASC.CAP EUDORA 250G RESGATE IMEDIATO,1,57.58
MASC.CAP EUDORA 250G RESIST ANTIQUEDA,2,56.06
MASC.CAP EUDORA 250G REVELA CACHOS,1,41.34
MASC.CAP SIAGE 500G NUTRI ROSE,1,78.6
MASC.CAP W.CARE 0500G JUBA MANT BUT O,1,39.97
MASC.CIRURGICA TRIPLA CAMADA PCT C/5U,11,1.99
MASC.INOAR 500G MEU CACHO MEU CRUSH,2,20.14
MASC.PANTENE COLAGENO 550ML,5,22.56
MASC.PANTENE TRATAMENTO BAMBU 600ML,1,22.85
MASC.SALON LINE 300G DEFINICAO NATURA,2,16.37
MASC.SALON LINE 300G MEU LISO OSTENTA,2,16.37
MASC.SALON LINE 500G SOS COCO,3,17.89
MASC.SALON LINE MATIZ ROXO MAIO TDC 5,2,26.64
MASC.SALON LINE MATIZ VERMELHO CERE 3,1,20.08
MASC.SALON LINE MEU LISO ESCUDO ANTIP,3,15.66
MASC.SALON LINE PRETA MAIONESE#TDC 30,2,41.96
MASC.SEDA TRATAMENTO 300G COLAGENO E,4,12.16
MASC.SEDA TRATAMENTO 300G FORCA E CRE,2,12.16
MASC.TRAT DOVE 250G BOND INTENSE REPA,1,29.67
MASC.TRAT DOVE 320G RECONSTRUCAO AMIN,2,16.46
MASC.TRAT DOVE 500G NUTRICAO TRI OLEO,2,19.82
MASC.TRAT DOVE 500G RECONST+AMINOACID,3,17.68
MASC.TRAT DOVE CACHOS ATIVOS+BIOT 500,2,19.82
MASC.TRAT DOVE NUTRI 12% FUSAO OLEOS,3,32.62
MASC.TRAT DOVE RECONST 12% QUERAT 270,2,34.3
MASC.TRAT DOVE REPAIR&GLOW+FERULI 250,3,33.66
MASC.TRATAMENTO NUTRIMAXI 50G ATIV.CR,12,3.3
MASC.TRATAMENTO NUTRIMAXI 50G CAVALO,2,3.3
MASC.TRATAMENTO NUTRIMAXI 50G MATIZE,12,3.49
MASC.TRATAMENTO SEDA BOOM 500G HID.PR,2,21.56
MASCARA CAPILAR GOTA DOURADA 1K,2,19.14
MASCARA CIRURGICA TRI.C/ELAS.50UN G-T,5,11.9
MASCARA DE PROTECAO PFF 2 KN95,2,9.99
MASCARA PEEL OFF FACE BEAUTIFUL ARGIL,6,5.95
MASCARA PEEL OFF FACE BEAUTIFUL ROSA,10,5.95
MASCARA PRETA FACE BEAUTIFUL 10ML,47,0.8
MASCARA PRETA SACHE FACE BEAUTIFUL,46,0.8
MASCARA VITAMINA C FACE BEAUTIFUL BIS,10,5.95
MASSAGEOL AER 120ML NEO QUIMICA,1,32.23
MASSAGEOL PM 15G NEO QUIMICA,5,8.94
MASSAGEOL PM 30G NEO QUIMICA,5,14.84
MATERNA 30CP,5,64.17
MATTE LEAO CHIMARRAO A VACUO 1KG,2,18.51
MATTE LEAO TERERE TRADICIONAL 500G,1,18.51
MAXALT 10MG 2CP,2,20.78
MAXIDEX COL 5ML,4,7.63
MAXIDRATE 6MG GEL NASAL 30G,2,31.05
MAXIFLOX D COL 5ML,2,35.46
"MAXIFLOX D PM 3,5G",1,38.97
MAXINON COL 5ML,1,12.06
"MAXINONPOM 3,5G",1,19.75
MAXITROL COL 5ML,3,18.54
"MAXITROL PM OFT 3,5G",4,21.96
MAXIVIEW SOL OFTALM 5 ML,5,10.25
MAXSULID 400MG 30CP,1,50.12
MECLIN 25MG 15CP,2,20.64
MECLIN 50MG 15CP,2,31.84
MECLIN JET 25MG 10CP,2,15.15
MECLIN JET 50MG 10CP,2,24.79
MECLIN MOVE 25MG C/5 COMP,2,10.19
MECOBALAMINA 1000MCG 30CP BIOLAB,1,27.63
MECOBE 1000MCG C/30 CP,2,36.07
MECOBE 1000MCG C/90 CP,1,104.25
MEIA COXA ABERTA NATURAL TAM GG FEM,2,88.59
MEIA PANTURRILHA AB.NATURAL TAM G FEM,2,70.88
MEIA PANTURRILHA AB.NATURAL TAM GG FE,2,70.88
MEIA PANTURRILHA AB.NATURAL TAM M FEM,2,70.88
MEIA PANTURRILHA FECHADA TAM M,1,85.91
MEIA PANTURRILHA MEDIA COMPRESSãO G,1,70.88
MEIA PANTURRILHA MEDIA COMPRESSãO GG,2,70.88
MEL ROSADO 30ML FARMAX,5,5.67
MEL SACHE 1UN,50,0.26
MEL SACHE 8UN,1,3.33
MELAGRIAO MENTA C/5PAST CATARINENSE,71,1.55
MELAGRIAO SPRAY 30ML EXTRA FORTE,1,16.55
MELAGRIAO SPRAY 30ML LARANJA CATARINE,10,16.98
MELAGRIAO SPRAY 30ML LIMAO CATARINENS,6,16.18
MELAGRIAO SPRAY 30ML MENTA CATARINENS,9,15.13
MELAGRIAO SPRAY 30ML TUTTI-FRUTI CATA,6,25.25
MELAGRIAO XP 150ML CATARINENSE,3,25.42
MELALEUCA GEL FACIAL SECATIVO 30G BEL,2,17.85
MELATONINA 20ML ARTE NATIVA,4,8.31
MELATONINA SABOR MARACUJA 30ML NEO Q,3,18.12
MELATONUM MAX SOL 30ML MENTA,1,55.0
MELOCOX 15MG 10CP,1,42.67
MELOCOX ODT 15MG C/10 COMP EUROFARMA,2,38.38
MELOXICAM 15MG 10CP EUROFARMA,2,4.66
MELOXICAM 15MG 10CP GEOLAB,2,3.25
"MELOXICAM 7,5MG 10CP PHARLAB",3,2.95
MEMORIN 60CAPS MAXINUTRI,3,33.99
MENDORATO SANTA HELENA SALGADO 70G,2,2.35
MENELAT ODT 15MG 30CP*,1,39.79
MENTOS GARF 56G PURE FRESH MELANCIA,8,8.79
MENTOS GARF 56G PURE FRESH STRAWBER 2,6,7.81
MENTOS GARF 56G PURE SPEARMINT 28UN,8,11.93
MENTOS GARF 56G UP2U 28UN,5,11.9
MENTOS GARF 92G GARRAFA BIG PURE FRES,1,13.33
MENTOS LATA 50UN KISS MENTA FORTE,1,11.83
MENTOS LATA 50UN KISS MORANGO,9,11.83
MENTOS PURE FRESH 3 BLUE RASPBERRY,55,1.59
"MENTOS PURE FRESH 3 FRESHMINT 8,5G",80,1.59
"MENTOS PURE FRESH 3 SPEARMINT 8,5G",4,1.59
"MENTOS PURE FRUIT 3 MOR/MAC/FRAN 8,5G",7,1.26
"MENTOS PURE WHITE 3 TUTTI FRESH 8,5G",18,1.16
"MENTOS STICK 29,5G FRUIT",1,1.4
"MENTOS STICK 29,5G RAINBOW",1,1.4
"MENTOS STICK 37,5G FRUIT",31,2.51
"MENTOS STICK 37,5G MINT",4,1.88
"MENTOS STICK 37,5G RAIBOW",39,1.8
"MENTOS STICK 37,5G WILDSPEARMINT",15,1.8
MENTOS STICK 38G FRUTAS VERMELHAS,27,2.5
MENTOS STICK 38G TUTTI FRUTTI,30,2.5
MENTOS STICK 38G YOGURT MORANGO,7,1.88
MENTOS.GOMA 16G STICK PURE FRESH MINT,14,1.75
MENTOS.GOMA 16G STICK PURE WINTERGREE,14,1.75
MERCILON 21CP,1,35.26
MERITOR 2/1000MG 30CP,1,33.65
MERITOR 4/1000MG 30CP,1,46.26
MERTHIOLATE 1% SOL AQUO SPR 30ML,1,23.63
MERTHIOLATE INCOLOR 30ML,2,20.03
MERTHIOLATE SPRAY 45ML,2,37.04
MESALAZINA 800MG 30CP NEO QUIMICA,2,67.21
MESIGYNA SERINGA 1X1ML,2,26.15
MESILATO DE DOXAZOSINA 2MG 30CP TEUT.,5,21.26
MESILATO DE DOXAZOSINA 4MG 30CP NOVA,7,19.85
MESILATO DE DOXAZOSINA 4MG 30CP SANDO,1,70.6
"METAMUCIL LARANJA 10 SACHES 5,85G",2,58.0
METAMUCIL LARANJA 174G,2,109.63
METICORTEN 20MG 10CP,1,18.73
METILDOPA 250MG 30CP EMS,3,25.88
METILDOPA 500MG 30CP EMS,3,44.92
METOPROLOL 100MG 30CP PHARLAB,2,26.62
METRONIDAZOL 250 MG 20 CP TEUTO,4,4.49
METRONIDAZOL 400MG 24 CP TEUTO,4,7.83
METRONIDAZOL 50G GEL VAG GEOLAB,3,21.34
METRONIDAZOL+NISTATINA CR VAG 50G GEO,5,30.2
MICONAZOL 20MG/G 30G CR,12,7.63
MICONAZOL 20MG/G 30ML LC,2,4.28
"MICROP.BEGE SALVELOX 2,5CMX4,5M",10,4.69
MICROPIL 21DR,1,22.56
"MICROPOROSA SALVELOX 1,2CMX4,5M",14,2.83
"MICROPOROSA SALVELOX 2,5CMX4,5M",8,4.25
"MICROPOROSA SALVELOX 5CMX4,5M",4,6.49
MICROVLAR 21DR,6,7.84
MIGRALIV 12CP*,6,7.77
MILDE 1000 UI/GOTA 10 ML,1,38.57
MILGAMMA 150MG 30DR,1,55.53
MILLAR POM 30GR,3,74.85
MINANCORA ACTION Antiane 90G,2,11.98
MINANCORA ACTION CR 30G,3,17.11
MINANCORA ANTISSINAIS GEL CR.FACIAL 4,1,19.36
MINERAL 89 VICHY 30ML,2,98.4
MINERAL 89 VICHY HIDRATANTE FACIAL 50,1,147.56
MINI BOTOX PROBELLE GEL 150G,2,19.2
"MINILAX PM 7 BISNAGAS 6,5",2,44.86
MINOXIDIL 50MG/ML 50ML BIOSINTETICA,1,32.8
MINOXIDIL SOL CAP 50ML NEO QUIMICA,1,36.99
MIOFLEX A 12CP,2,19.64
MIORRELAX 30CP NEO QUIMICA,7,12.12
MIOSAN 10MG 10CP,6,15.23
MIOSAN 5MG 10CP,4,14.71
MIOSAN 5MG 30CP,1,36.81
MIOSAN CAF 10+60MG 15CP,2,27.62
MIOSAN CAF 5+30MG 15CP,1,25.35
MIOSAN ODT 10MG 10CP,1,16.7
MIOSAN ODT 5MG C 10 COMP,1,14.33
MIRACALCIO MDK 730MG 30CP GEOLAB,2,21.43
MIRADOR DE COLICA BUTIL 20CP NEO QUIM,27,8.51
MIRANDELLA REF 018 TIGELA P/TINTURA G,4,2.59
MIRANDELLA REF 115 SABONETEIRA ETNA,2,2.99
MIRANDELLA REF 121 LUVA NITRILICA G 2,6,1.69
MIRANDELLA REF 122 LUVA NITRILICA M 2,3,1.69
MIRANDELLA REF 123 LUVA NITRILICA P 2,5,1.69
Mirandella Ref 365 Saboneteira de Pia,5,4.65
Mirandella Ref 366 Estojo para Escova,1,3.3
Mirandella Ref 456 Massageador de Sil,3,8.65
Mirandella Ref 467 Espelho de Mao,3,3.33
MIRANDELLA REF 5014 PENTE FINO EXT PI,9,10.65
MIRANDELLA REF 549 NAVALHA PLASTICO S,2,4.65
MIRANDELLA REF 621 LUVA VINIL M 20UN,6,7.99
MIRANDELLA REF 622 LUVA VINIL G 20UN,5,7.99
MIRANDELLA REF 762 CORTADOR DE UNHA P,3,4.99
MIRANDELLA REF 968 KIT MINI ELAST 280,3,8.5
MIRANDELLA REF1413 ARGILA BRANCA 400G,3,11.99
MIRANDELLA REF5019 LIXA MD COLO 11CM,96,0.1
MIRTAZAPINA 15MG 30CP GLOBO,2,23.03
MIRTAZAPINA 15MG 30CP SANDOZ,2,19.32
MIRTAZAPINA 30MG 30CP TEUTO,2,35.79
MIRTAZAPINA 45MG 30CP TORRENT,1,75.23
MIRUGELL COL 15ML,1,39.32
MIRUGELL COL 5ML,4,15.98
MOBILITY OSCAL D 500/100MG 60 CP,2,112.01
MODIK 6SACHÊS 250MG,1,78.85
MOLIERI 20 24CP,1,39.77
MOLIERI 30 21CP,3,55.64
MONANGE HIDR MAOS Q10 75G,2,7.26
MONANGE HIDRAT.PAIXãO TENTADORA 400ML,5,11.36
"MONAX 0,5MG/G SUS NAS C/60 MOMENTA",1,32.66
MONAX SUSP SPRAY NASAL EUROFARMA,1,39.3
MONON.DE ISOSSORBIDA 20MG 20CP BIOSIN,3,6.55
MONON.DE ISOSSORBIDA 20MG 30CP BIOSIN,2,8.03
MONON.DE ISOSSORBIDA 40MG 30CP BIOSIN,3,15.7
MONTELAIR 10MG 30CP,1,40.39
MONTELAIR 4MG 30CP,1,47.31
MONTELAIR 4MG 30SACHES,1,77.74
MONTELAIR 5MG 30CP,2,40.39
MONTELUCASTE 10MG 30CP TEUTO,2,39.04
MONTELUCASTE 4MG 30CP GEOLAB,2,18.06
MONTELUCASTE 5MG 30CP GEOLAB,3,15.37
MONURIL 1X8G,2,58.88
MONURIL 2X8G,1,79.0
MORDEDOR BUBA C/AGUA MAMADEIRA,2,17.99
MORDEDOR BUBA C/AGUA PEZINHO,3,17.99
MOTILEX HA 30CP,1,126.97
MOTILIUM 10MG 30CP,2,21.0
MOTORE 500MG C/60 COMP,1,134.33
MOUSSE DE LIMPEZA ICE LOVELY,3,7.95
MUCILON 180G MULTICEREAIS SACHÊ,103,5.56
MUCILON 360G ARROZ SACHÊ,3,8.61
MUCILON 360G ARROZ/AVEIA SACHÊ,1,8.43
MUCILON 360G MULTICEREAIS SACHÊ,13,7.62
MUCILON 400G MULTI CEREAIS,21,14.47
MUCOSOLVAN XP AD 120ML,1,30.22
MUCOSOLVAN XP IF 120ML,1,22.04
MUD ORAL POM 10G,2,17.72
MULTIGRIP 20CL,16,25.54
MULTIPROTETOR VULT FPS50 30G,2,17.93
MUNHEQUEIRA AJUST PRETA CREMER TAM UN,6,26.99
MUNHEQUEIRA MERCUR ELASTICA 1UN PRETA,2,27.99
MUPIROCINA 20MG/G PM 15G CRISTALIA,3,23.9
MUPIROCINA PM 15G PRATI DONADUZZI,8,29.45
MURANO KIT MANICURE P/BEBES C/ESTOJO,2,26.65
MUSCULARE 10MG 15CP,5,16.18
MUSCULARE 10MG 30CP,2,26.59
MUSCULARE 5MG 15CP,3,11.94
MUSCULARE 5MG 30CP,1,23.87
MYDRIACIL 0.1% COL 5ML,2,17.78
MYLANTA PLUS MENTA 240ML,2,47.01
MYLANTA PLUS MORANGO 240ML,1,33.0
MYRAFER GT 30ML,1,43.61
MYRBETRIC 50MG 10CP,1,64.5
MYTEDOM 10MG C/20CP *,2,26.72
NACTALI 75MCG 28CP,2,39.49
NALDECON DIA/NOITE 24CP,2,46.54
NALDECON MULTI 16CP,1,25.56
NALDECON NOITE 24CP,3,35.91
NANLAC SUPREME 1A3 LT 800G,2,97.24
NAPRIX 10MG 30CP,5,66.04
NAPRIX 10MG 90CP,1,146.0
"NAPRIX 2,5MG 30CP",1,50.88
NAPRIX-A 10/10MG 30CP,2,43.85
NAPRIX-A 10/5MG 30CP,2,61.56
"NAPRIX-D 5/12,5MG 30CP",2,60.15
NAPROXENO 550MG 10CP NEOQUIMICA,13,15.64
"NARAMIG 2,5MG 4CP",2,18.44
"NARATANO 2,5 MG 10 CP MULTILAB",5,22.41
NARIDRIN GTS 12HS 30ML EMS,10,9.46
NARIX AD 30ML CIMED,570,2.72
NASOAR 30 ENV+FRASCO,2,54.0
"NASOAR INF 0,9% REFIL C 15 ENV",2,28.0
"NASOAR XT 0,9% REFIL C 15 ENV",2,56.45
NASONEX SPR NASAL 120 DOSES,3,56.41
NASONEX SPR NASAL 60 DOSES,5,38.07
NATIFA 1MG 28CP,2,59.72
"NATIFA PRO 1/0,5MG 28CP",2,77.01
"NATRILIX SR 1,5MG 30CP",1,32.28
NATUHAIR TONICO CAPILAR 115ML ENGR FI,1,9.69
NATUHAIR TONICO CAPILAR 115ML FORT AL,2,9.69
NATULAX 10SACHE 8G PSYLIUM MAXINUTRI,2,22.72
NATURETTI 16CL,1,59.87
NATUS GERIN 50CP,1,34.57
NAVALHA MULTIUSO CORES DIVERSAS YOU S,3,2.95
NEBACETIN PM 15G,3,25.23
NEBACETIN PM 50G,1,28.69
NEBACTRINA PM 10G PHARLAB,2,3.17
NEBILET 5MG 30CP,1,86.78
NEBITAH 5MG 30CP ACHE,1,30.46
NEBLOCK 5MG 30CP,1,41.22
NEBULIZADOR /INALADOR G.TECH,3,118.0
NEBULIZADOR G-TECH NEBCOM BIVOLT BRAN,1,134.4
NEBULIZADOR INALAR COMPACT NE-C810 BI,1,89.92
NENE DENT GEL 10G,3,19.98
NEO B 5000MCG+100+100MG 30CP EUROFARM,2,70.88
NEO FEDIPINA 10MG 30CP NEO QUIMICA,3,17.74
NEO FEDIPINA 20MG 30CP NEO QUIMICA,4,19.43
NEO FOLICO 5MG 20CP NEO QUIMICA,2,7.94
NEO LORATADIN 10MG 12CP NEO QUIMICA,26,9.64
NEO VITAMINA D3 10000UI 4CAP NEO,3,8.94
NEO VITAMINA D3 50000UI 4CAP,1,9.99
NEO VITAMINA D3 7000UI 10CAP,2,5.95
NEO VITAMINA D3 7000UI 30CAP NEO,5,7.92
NEOCOFLAN AER 85ML NEOQUIMICA,3,27.93
NEOCOFLAN GEL 60G NEO QUIMICA,10,17.82
NEOGERMINA 10 FR 5ML,7,26.29
NEOLEFRIN 20CP,8,10.73
NEOLEFRIN DIA 20CP,18,4.77
NEOLEFRIN XPE 60 ML,6,21.34
NEOPANTOL BABY CR 30G NEO QUIMICA,10,4.66
NEOPIRIDIN 12PASTILHAS NEO QUIMICA,1,7.43
NEOPIRIDIN SPRAY 50ML NEO QUIMICA,4,24.03
NEORUB 12G ARTE NATIVA,3,6.22
NEOSALDINA 1G DIP C/10CP,2,19.7
NEOSALDINA 20DR,4,28.38
NEOSALDINA 30DR,4,24.68
NEOSALDINA EV 4DR,1,4.28
NEOSALDINA GT 15ML,1,22.89
NEOSALDINA MUSCULAR 20CPR,2,10.81
NEOSIL ATTACK 30CP,1,121.75
NEOSORO FLUID ALTO VOLUME 30 SACHE+FR,3,35.0
NEOSORO SL NASAL AD 30ML NEO QUIMICA,12,3.5
NEOSORO SL NASAL IF 30ML NEO QUIMICA,3,7.17
NEOSTRATA MIN.AOX ROSTO&CORPO FP30 20,2,93.12
NEOSTRATA MIN.AOX ROSTO&CORPO FP70 20,1,107.0
NEOSTRATA MIN.AOX ROSTO&CORPO FP99 20,2,115.85
NEOSTRATA MINESOL OC FPS70 40G MORENA,1,65.71
NEOSTRATA MINESOL OC FPS70 40G NEGRA,1,66.96
NEOSTRATA MINESOL OIL CONTROL FPS30 4,1,62.9
NEOSTRATA MINESOL OIL CONTROL FPS70 4,3,71.0
NEOSTRATA MINESOL OIL SERUM FPS30 40G,2,64.27
NEOSULIDA 100MG 12CPS NEO QUIMICA,58,9.26
NEOTAREN 50MG 20CPS NEO QUIMICA,52,10.75
NEOTOSS 15MG 100ML NEO QUIMICA,3,13.5
NEOTOSS XP IF 60ML NEO QUIMICA,5,9.95
NEOVANGY MR 35MG C/30 COMP,2,63.31
NEOVITE LUTEIN 60CP,1,259.95
NEOVITE MAX 30CP,1,126.0
NEOVITE MAX 60CAPS,1,161.81
NEOVLAR 21DR,17,5.41
NESINA 25MG 30CP,2,145.61
"NESINA MET 12,5MG/1000MG 60CP",1,151.14
"NESINA MET 12,5MG/850MG 60CP",1,151.14
NEURAL 100MG 30CP,3,59.24
NEUTRALIZADOR PURO AR 350ML CAPIM LIM,3,7.62
NEUTRALIZADOR PURO AR 350ML LAVANDA,1,7.62
NEUTRALIZADOR PURO AR 350ML ROSA,1,7.62
NEUTRALIZADOR PURO AR 350ML TALCO,3,7.62
NEUTROFER 300MG 30CP,1,49.63
NEUTROFER 500MG 30CP,1,70.07
